"Település-azonosító törzsszám","Név","Területi jelzőszám","Jogállás 2005","Statisztikai nagyrégió kódja","Régió 2016","NUTS'16","Járás kód","Járás központ kódja","Agglomeráció kódja","Borrégió'19","Borvidék'19","Turisztikai
régió","Világörökségi helyszínek","Világörökségi helyszínek védőövezete","Kedvezményezett települések kódja","Kedvezményezett járások kódja","Szabad vállalkozási zónák","Területfejlesztési szempontból kiemelt térség","Gazdaságfejlesztési zóna"
"22062","Bakonypéterd","0800 4 2","42","2","30","HU221","090","0","1013","5","2300","09","99","99","9","4","9","9","2"
"22071","Velény","0200 4 2","42","2","40","HU231","032","0","9999","9","9993","08","99","99","3","1","9","9","4"
"22080","Kerkakutas","2000 4 2","42","2","30","HU223","194","0","9999","9","9993","09","99","99","9","1","9","9","2"
"22099","Bükkszentmárton","1000 4 2","42","3","50","HU312","103","0","9999","9","9991","02","99","99","3","1","1","9","1"
"22105","Jászárokszállás","1600 3 2","30","3","60","HU322","162","0","9999","9","9992","03","99","99","9","1","9","9","1"
"22114","Szigetújfalu","1300 4 2","42","1","12","HU120","134","0","9999","3","1600","01","99","99","9","4","9","9","9"
"22123","Fulókércs","0500 4 2","42","3","50","HU311","056","0","9999","9","9991","02","99","99","1","3","1","9","1"
"22132","Dombiratos","0400 4 2","42","3","70","HU332","049","0","9999","9","9992","05","99","99","1","3","1","9","3"
"22141","Mikekarácsonyfa","2000 4 2","42","2","30","HU223","194","0","9999","9","9993","09","99","99","3","1","9","9","2"
"22150","Fülöp","0900 4 2","42","3","60","HU321","101","0","9999","9","9992","03","99","99","3","3","1","9","1"
"22169","Szentistván","0500 4 2","41","3","50","HU311","060","0","9999","9","9991","04","99","99","2","1","9","9","1"
"22178","Nagykutas","2000 4 2","42","2","30","HU223","197","0","2043","9","9993","09","99","99","9","9","9","9","2"
"22187","Hejce","0500 4 2","42","3","50","HU311","057","0","9999","9","9991","02","99","99","9","3","1","9","1"
"22196","Poroszló","1000 4 2","42","3","50","HU312","105","0","9999","9","9991","04","05","99","9","2","1","9","1"
"22202","Jászapáti","1600 3 2","30","3","60","HU322","161","1","9999","9","9992","03","99","99","9","3","1","9","1"
"22211","Szőke","0200 4 2","42","2","40","HU231","028","0","9999","9","9993","08","99","99","3","9","9","9","4"
"22220","Marcaltő","1900 4 2","42","2","20","HU213","187","0","9999","9","9993","06","99","99","9","1","9","9","2"
"22239","Botpalád","1500 4 2","42","3","60","HU323","150","0","9999","9","9992","03","99","99","3","3","1","9","1"
"22248","Pánd","1300 4 2","42","1","12","HU120","130","0","9999","9","9992","01","99","99","9","9","9","9","9"
"22257","Szalánta","0200 4 2","42","2","40","HU231","028","0","1033","9","9993","08","99","99","9","9","9","9","4"
"22266","Pócsa","0200 4 2","42","2","40","HU231","024","0","9999","9","9993","08","99","99","2","1","9","9","4"
"22275","Bakóca","0200 4 2","42","2","40","HU231","025","0","9999","9","9993","08","99","99","3","3","1","9","4"
"22284","Ófehértó","1500 4 2","42","3","60","HU323","148","0","9999","9","9992","03","99","99","3","3","1","9","1"
"22293","Csanytelek","0600 4 2","42","3","70","HU333","070","0","9999","9","9992","05","99","99","1","1","9","9","3"
"22309","Hatvan","1000 3 2","30","3","50","HU312","107","1","9999","4","3200","02","99","99","9","9","9","9","1"
"22318","Nyőgér","1800 4 2","42","2","30","HU222","179","0","9999","9","9993","09","99","99","9","9","9","9","2"
"22327","Badacsonytomaj","1900 3 2","30","2","20","HU213","189","0","2013","2","1800","07","99","99","9","9","9","1","2"
"22336","Komlódtótfalu","1500 4 2","42","3","60","HU323","149","0","9999","9","9992","03","99","99","1","3","1","9","1"
"22345","Kemence","1300 4 2","42","1","12","HU120","137","0","9999","9","9991","01","99","99","9","1","9","9","9"
"22354","Boconád","1000 4 2","42","3","50","HU312","108","0","9999","9","9991","02","99","99","9","3","1","9","1"
"22372","Nagyigmánd","1100 4 2","41","2","20","HU212","112","0","9999","5","1700","06","99","99","9","9","9","9","2"
"22381","Bakonyszombathely","1100 4 2","42","2","20","HU212","111","0","9999","9","9993","06","99","99","9","1","9","9","2"
"22390","Csönge","1800 4 2","42","2","30","HU222","176","0","9999","9","9993","09","99","99","9","1","9","9","2"
"22406","Hajdúnánás","0900 3 2","30","3","60","HU321","099","1","9999","9","9992","03","99","99","9","1","9","9","1"
"22415","Fényeslitke","1500 4 2","42","3","60","HU323","153","0","9999","9","9992","03","99","99","9","1","1","9","1"
"22424","Tormás","0200 4 2","42","2","40","HU231","025","0","9999","9","9993","08","99","99","3","3","1","9","4"
"22433","Kocsola","1700 4 2","42","2","40","HU233","171","0","9999","9","9993","08","99","99","3","1","9","9","4"
"22442","Edve","0800 4 2","42","2","30","HU221","088","0","9999","9","9993","09","99","99","9","4","9","9","2"
"22451","Pécsely","1900 4 2","42","2","20","HU213","185","0","9999","2","1900","07","99","99","9","9","9","1","2"
"22460","Kisfüzes","1000 4 2","42","3","50","HU312","109","0","9999","9","9991","02","99","99","1","2","1","9","1"
"22479","Sajólászlófalva","0500 4 2","42","3","50","HU311","061","0","1023","9","9991","02","99","99","9","9","9","9","1"
"22488","Verseg","1300 4 2","42","1","12","HU120","122","0","9999","9","9991","01","99","99","9","4","9","9","9"
"22497","Ormándlak","2000 4 2","42","2","30","HU223","197","0","2043","9","9993","09","99","99","1","9","9","9","2"
"22503","Erdőhorváti","0500 4 2","42","3","50","HU311","064","0","9999","6","3300","02","99","08","9","1","1","2","1"
"22512","Monoszló","1900 4 2","42","2","20","HU213","185","0","9999","2","1900","07","99","99","9","9","9","1","2"
"22521","Balajt","0500 4 2","42","3","50","HU311","055","0","9999","9","9991","02","99","99","3","3","1","9","1"
"22530","Kerekegyháza","0300 3 2","30","3","70","HU331","038","0","3043","3","1600","05","99","99","9","9","9","9","3"
"22549","Alsószölnök","1800 4 2","42","2","30","HU222","180","0","9999","9","9993","09","99","99","9","9","9","9","2"
"22558","Onga","0500 3 2","30","3","50","HU311","061","0","1023","9","9991","02","99","99","2","9","9","9","1"
"22567","Kunhegyes","1600 3 2","30","3","60","HU322","164","1","9999","9","9992","04","99","99","2","3","1","9","1"
"22576","Csonkamindszent","0200 4 2","42","2","40","HU231","032","0","9999","9","9993","08","99","99","9","1","9","9","4"
"22585","Vasad","1300 4 2","42","1","12","HU120","130","0","9999","9","9992","01","99","99","9","9","9","9","9"
"22594","Cserhátsurány","1200 4 2","42","3","50","HU313","116","0","9999","9","9991","02","99","99","9","1","9","9","1"
"22600","Magyarszék","0200 4 2","42","2","40","HU231","026","0","9999","1","2700","08","99","99","9","9","1","9","4"
"22619","Szomód","1100 4 2","42","2","20","HU212","114","0","9999","5","1700","06","99","99","9","9","9","9","2"
"22628","Ónod","0500 4 2","42","3","50","HU311","061","0","9999","9","9991","02","99","99","2","9","9","9","1"
"22637","Máriahalom","1100 4 2","42","2","20","HU212","110","0","9999","9","9993","06","99","99","9","9","9","9","2"
"22646","Felgyő","0600 4 2","42","3","70","HU333","070","0","9999","9","9992","05","99","99","9","1","9","9","3"
"22655","Erdőkürt","1200 4 2","42","3","50","HU313","118","0","9999","9","9991","02","99","99","9","1","1","9","1"
"22664","Gyöngyösmellék","0200 4 2","42","2","40","HU231","033","0","9999","9","9993","08","99","99","1","2","1","9","4"
"22673","Bonnya","1400 4 2","42","2","40","HU232","147","0","9999","9","9993","08","99","99","3","2","1","9","4"
"22682","Letkés","1300 4 2","42","1","12","HU120","137","0","9999","9","9991","01","99","99","9","1","9","9","9"
"22691","Veszprémvarsány","0800 4 2","42","2","30","HU221","090","0","1013","9","9993","09","99","99","9","4","9","9","2"
"22707","Főnyed","1400 4 2","42","2","40","HU232","144","0","9999","9","9993","07","99","99","3","1","9","1","4"
"22716","Kemestaródfa","1800 4 2","42","2","30","HU222","177","0","9999","9","9993","09","99","99","9","4","9","9","2"
"22725","Alsóújlak","1800 4 2","42","2","30","HU222","182","0","9999","9","9993","09","99","99","9","2","1","9","2"
"22734","Drávapalkonya","0200 4 2","42","2","40","HU231","031","0","9999","9","9993","08","99","99","3","1","1","9","4"
"22743","Nagycserkesz","1500 4 2","42","3","60","HU323","157","0","9999","9","9992","03","99","99","3","9","9","9","1"
"22752","Kaszaper","0400 4 2","42","3","70","HU332","049","0","9999","9","9992","05","99","99","9","3","1","9","3"
"22761","Szekszárd","1700 2 1","20","2","40","HU233","173","1","3091","1","2800","08","99","99","9","9","9","3","4"
"22770","Tiszabura","1600 4 2","42","3","60","HU322","164","0","9999","9","9992","04","99","99","3","3","1","9","1"
"22789","Tiszaszentimre","1600 4 2","42","3","60","HU322","168","0","9999","9","9992","04","99","99","9","1","1","9","1"
"22798","Jászkisér","1600 3 2","30","3","60","HU322","161","0","9999","9","9992","03","99","99","9","3","1","9","1"
"22804","Csömör","1300 4 2","41","1","12","HU120","128","0","0023","9","9991","01","99","99","9","9","9","4","9"
"22813","Bakonyszentkirály","1900 4 2","42","2","20","HU213","192","0","9999","9","9993","06","99","99","9","9","9","9","2"
"22822","Balatonszemes","1400 4 2","42","2","40","HU232","146","0","2013","2","2600","07","99","99","9","9","9","1","4"
"22831","Petőháza","0800 4 2","42","2","30","HU221","091","0","9999","9","9993","09","99","99","9","9","9","9","2"
"22840","Kisgyőr","0500 4 2","42","3","50","HU311","061","0","1023","4","3000","02","99","99","2","9","9","9","1"
"22859","Jánoshida","1600 4 2","42","3","60","HU322","161","0","9999","9","9992","03","99","99","9","3","1","9","1"
"22868","Kisbudmér","0200 4 2","42","2","40","HU231","024","0","9999","9","9993","08","99","99","3","1","9","9","4"
"22877","Böde","2000 4 2","42","2","30","HU223","197","0","2043","9","9993","09","99","99","9","9","9","9","2"
"22886","Kisbajcs","0800 4 2","42","2","30","HU221","087","0","1013","9","9993","09","99","99","9","9","9","9","2"
"22901","Béb","1900 4 2","42","2","20","HU213","187","0","9999","9","9993","06","99","99","9","1","9","9","2"
"22910","Dág","1100 4 2","42","2","20","HU212","110","0","9999","9","9993","06","99","99","9","9","9","9","2"
"22929","Jászágó","1600 4 2","42","3","60","HU322","162","0","9999","9","9992","03","99","99","1","1","9","9","1"
"22938","Cibakháza","1600 4 2","41","3","60","HU322","165","0","9999","3","1600","03","99","99","3","2","1","9","1"
"22947","Zalaszabar","2000 4 2","42","2","30","HU223","196","0","9999","2","3400","07","99","99","2","4","9","1","2"
"22956","Korlát","0500 4 2","42","3","50","HU311","057","0","9999","9","9991","02","99","99","3","3","1","9","1"
"22965","Kacorlak","2000 4 2","42","2","30","HU223","196","0","3153","9","9993","09","99","99","9","4","9","9","2"
"22974","Lippó","0200 4 2","42","2","40","HU231","027","0","9999","9","9993","08","99","99","9","1","9","9","4"
"22983","Sótony","1800 4 2","42","2","30","HU222","179","0","9999","9","9993","09","99","99","9","9","9","9","2"
"22992","Eperjes","0600 4 2","42","3","70","HU333","076","0","9999","9","9992","05","99","99","1","1","9","9","3"
"23001","Kisszőlős","1900 4 2","42","2","20","HU213","186","0","9999","9","9993","06","99","99","3","3","1","9","2"
"23010","Ukk","1900 4 2","42","2","20","HU213","188","0","9999","9","9993","06","99","99","9","1","9","9","2"
"23029","Rudabánya","0500 3 2","30","3","50","HU311","058","0","9999","9","9991","02","99","99","3","1","9","9","1"
"23038","Nyáregyháza","1300 4 2","41","1","12","HU120","130","0","9999","9","9992","01","99","99","9","9","9","9","9"
"23047","Szécsénke","1200 4 2","42","3","50","HU313","116","0","9999","9","9991","02","99","99","9","1","9","9","1"
"23056","Nyárlőrinc","0300 4 2","42","3","70","HU331","038","0","3043","3","1600","05","99","99","9","9","9","9","3"
"23065","Orosháza","0400 3 2","30","3","70","HU332","050","1","9999","9","9992","05","99","99","9","1","9","9","3"
"23074","Horváthertelend","0200 4 2","42","2","40","HU231","033","0","9999","9","9993","08","99","99","3","2","1","9","4"
"23083","Pusztavacs","1300 4 2","42","1","12","HU120","125","0","9999","9","9992","01","99","99","9","4","9","9","9"
"23092","Siójut","1400 4 2","42","2","40","HU232","146","0","9999","2","2600","07","99","99","9","9","9","1","4"
"23108","Pankasz","1800 4 2","42","2","30","HU222","177","0","9999","9","9993","09","99","99","2","4","9","9","2"
"23117","Polgár","0900 3 2","30","3","60","HU321","099","0","9999","9","9992","04","99","99","2","1","9","9","1"
"23126","Szentgyörgyvár","2000 4 2","42","2","30","HU223","193","0","9999","2","3400","07","99","99","9","9","9","1","2"
"23135","Jásztelek","1600 4 2","42","3","60","HU322","162","0","9999","9","9992","03","99","99","9","1","9","9","1"
"23144","Becsehely","2000 4 2","42","2","30","HU223","195","0","9999","2","3400","09","99","99","9","1","9","9","2"
"23153","Bakonykúti","0700 4 2","42","2","20","HU211","085","0","3103","9","9993","06","99","99","9","9","9","9","2"
"23162","Bükkösd","0200 4 2","42","2","40","HU231","032","0","9999","9","9993","08","99","99","9","1","9","9","4"
"23171","Kunmadaras","1600 4 2","41","3","60","HU322","163","0","9999","9","9992","04","05","99","3","2","1","9","1"
"23180","Nagyesztergár","1900 4 2","42","2","20","HU213","192","0","3133","9","9993","06","99","99","9","9","9","9","2"
"23199","Alsónémedi","1300 4 2","41","1","12","HU120","129","0","0033","9","9992","01","99","99","9","9","9","4","9"
"23205","Siklósbodony","0200 4 2","42","2","40","HU231","031","0","9999","9","9993","08","99","99","3","1","9","9","4"
"23214","Téglás","0900 3 2","30","3","60","HU321","098","0","3023","9","9992","03","99","99","2","1","1","9","1"
"23223","Alsóregmec","0500 4 2","42","3","50","HU311","065","0","9999","9","9991","02","99","99","9","1","1","9","1"
"23241","Adács","1000 4 2","42","3","50","HU312","106","0","9999","9","9991","02","99","99","9","9","9","9","1"
"23250","Fábiánháza","1500 4 2","42","3","60","HU323","154","0","9999","9","9992","03","99","99","3","3","1","9","1"
"23269","Nyírmeggyes","1500 4 2","42","3","60","HU323","154","0","9999","9","9992","03","99","99","9","3","1","9","1"
"23278","Budaörs","1300 3 2","30","1","12","HU120","123","0","0052","9","9993","01","99","99","9","9","9","4","9"
"23287","Felsőszölnök","1800 4 2","42","2","30","HU222","180","0","9999","9","9993","09","99","99","1","9","9","9","2"
"23296","Kapospula","1700 4 2","42","2","40","HU233","171","0","9999","9","9993","08","99","99","9","1","9","9","4"
"23302","Gyenesdiás","2000 4 2","41","2","30","HU223","193","0","2013","2","2000","07","99","99","9","9","9","1","2"
"23311","Pusztaszemes","1400 4 2","42","2","40","HU232","146","0","9999","9","9993","07","99","99","9","9","9","1","4"
"23320","Nemescsó","1800 4 2","42","2","30","HU222","178","0","9999","9","9993","09","99","99","9","9","9","9","2"
"23339","Jászfényszaru","1600 3 2","30","3","60","HU322","162","0","9999","9","9992","03","99","99","9","1","9","9","1"
"23348","Tarnaméra","1000 4 2","42","3","50","HU312","108","0","9999","9","9991","02","99","99","9","3","1","9","1"
"23357","Madaras","0300 4 2","42","3","70","HU331","034","0","9999","9","9992","05","99","99","3","3","1","9","3"
"23375","Hidegség","0800 4 2","42","2","30","HU221","091","0","3073","5","2500","09","07","07","9","9","9","9","2"
"23384","Almásháza","2000 4 2","42","2","30","HU223","197","0","2043","9","9993","09","99","99","2","9","9","9","2"
"23393","Újiráz","0900 4 2","42","3","60","HU321","094","0","9999","9","9992","03","99","99","1","3","1","9","1"
"23409","Nagytarcsa","1300 4 2","42","1","12","HU120","128","0","0023","9","9991","01","99","99","9","9","9","4","9"
"23418","Sima","0500 4 2","42","3","50","HU311","057","0","9999","9","9991","02","99","99","9","3","1","9","1"
"23427","Hantos","0700 4 2","42","2","20","HU211","084","0","3103","9","9993","06","99","99","9","3","1","9","2"
"23436","Csatár","2000 4 2","42","2","30","HU223","197","0","2043","9","9993","09","99","99","9","9","9","9","2"
"23445","Zaránk","1000 4 2","42","3","50","HU312","108","0","9999","9","9991","02","99","99","9","3","1","9","1"
"23454","Kővágóörs","1900 4 2","42","2","20","HU213","189","0","2013","2","1800","07","99","99","9","9","9","1","2"
"23463","Budakalász","1300 3 2","30","1","12","HU120","135","0","0063","9","9993","01","99","99","9","9","9","4","9"
"23472","Somberek","0200 4 2","42","2","40","HU231","027","0","9999","1","2700","08","99","99","9","1","9","9","4"
"23481","Pásztori","0800 4 2","42","2","30","HU221","086","0","9999","9","9993","09","99","99","9","4","9","9","2"
"23490","Mány","0700 4 2","42","2","20","HU211","077","0","9999","9","9993","06","99","99","9","9","9","9","2"
"23506","Piskó","0200 4 2","42","2","40","HU231","030","0","9999","9","9993","08","99","99","3","3","1","9","4"
"23515","Porva","1900 4 2","42","2","20","HU213","192","0","3133","9","9993","06","99","99","9","9","9","9","2"
"23524","Tiszalök","1500 3 2","30","3","60","HU323","158","0","9999","9","9992","03","99","99","2","2","1","9","1"
"23533","Felsővadász","0500 4 2","42","3","50","HU311","067","0","9999","9","9991","02","99","99","3","3","1","9","1"
"23542","Magyarlukafa","0200 4 2","42","2","40","HU231","033","0","9999","9","9993","08","99","99","3","2","1","9","4"
